ID,LON,LAT,田,その他農用地,森林,荒地,建物用地,道路,鉄道,その他の用地,河川地及び湖沼,海浜,海水域,ゴルフ場,解析範囲外
"171",136.632010,36.412470,890,66,67060,1378,393,0,0,267,0,0,0,0,0
"173",136.514020,36.404170,691,46,13856,31,282,2,0,41,4,0,0,9,0
