ID,LON,LAT,田,その他農用地,森林,荒地,建物用地,道路,鉄道,その他の用地,河川地及び湖沼,海浜,海水域,ゴルフ場,解析範囲外
"236",135.643154,34.816333,87685,9168,412838,5004,70215,1640,348,10877,0,18,0,5973,0
"219",135.621164,34.571061,1876,1230,13434,158,3681,40,7,363,27,0,0,139,0
"220",135.615164,34.580760,5,2,4,0,111,0,0,9,4,0,0,0,0
