指定地点座標,142.358,43.7785

土地利用集計結果：,(ha),(%)
田,20447,10.1959
その他農用地,4483,2.23544
森林,162352,80.9566
荒地,5566,2.77548
建物用地,4890,2.43839
道路,237,0.11818
鉄道,65,0.0324122
その他の用地,2358,1.17581
河川地及び湖沼,2,0.000997297
海浜,0,0
海水域,0,0
ゴルフ場,142,0.0708081
解析範囲外,0,0
