ID,LON,LAT
"108",139.5097668135,36.1962742723599
"109",139.383775765229,36.2409658051688
"110",139.197790758818,36.2645581247871
"111",139.119795489208,36.3128505432654
"112",139.055798051827,36.3848406347189
"113",139.04978982605,36.5970162782494
"114",139.094783412786,36.6578105480893
"115",138.888805652308,36.5509172182732
"116",139.038789741021,36.622013127029
"117",139.075800170607,36.2909518553863
"118",138.999805458408,36.3217463192108
"119",138.875813727814,36.3812362322753
"120",138.888815049651,36.3212434144078
"132",139.280776632694,36.4345410296712
