ID,LON,LAT
"358",131.11660,33.45139
"320",130.97162,33.25111
"321",130.94162,33.30641
"326",130.96462,33.29771
"354",131.51257,33.19503
"355",131.58756,33.20503
"356",131.60556,33.20113
"357",131.55357,33.17693
"352",131.63656,33.07415
"353",131.64956,33.16144
"351",131.92954,32.95726
