ID,LON,LAT
"78",141.27050,38.76463
"79",141.28750,38.76463
"80",141.28650,38.65854
"81",141.28051,38.60355
"82",140.97853,38.58124
"83",141.13252,38.54045
"84",141.22752,38.52576
"85",140.94854,38.52715
"86",141.05853,38.52715
"87",140.81457,38.21798
"88",140.88856,38.20408
"89",140.88956,38.23578
"96",140.75358,37.92611
