ID,LON,LAT
"49",140.67048,40.21524
"50",140.37051,40.21963
"51",140.23952,40.20493
"52",140.45155,39.18956
"53",140.40055,39.27594
"54",140.46753,39.50032
"55",140.52953,39.42363
"56",140.41754,39.48702
"57",140.15656,39.61390
"58",140.06658,39.37502
